episode_id,scenario_type,priority_hint,policy,sample_idx,chosen_vendor_id,chosen_vendor_name,is_doordash_choice,total_cost,eta_min,rating,delivery_fee_usd,service_fee_pct,weights_json
episode_001,dominated,value,price_first,,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,
episode_001,dominated,value,eta_first,,ep001_vendor_016,PrimeBite016,False,24.1,15,3.62,2.47,1.2,
episode_001,dominated,value,rating_first,,ep001_vendor_030,RocketCart030,False,24.49,68,4.88,2.2,5.02,
episode_001,dominated,value,balanced_equation,,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,
episode_001,dominated,value,random_equation,0,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.34466679083623125, 0.22172666516332434, 0.02216742941822887, 0.4114391145822155]"
episode_001,dominated,value,random_equation,1,ep001_vendor_008,GoNow008,False,23.83,65,4.81,0.99,4.91,"[0.022139225473723406, 0.025419931342172533, 0.738758849282549, 0.2136819939015551]"
episode_001,dominated,value,random_equation,2,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.21136606861971063, 0.36129578893940656, 0.12233557233114502, 0.30500257010973775]"
episode_001,dominated,value,random_equation,3,ep001_vendor_008,GoNow008,False,23.83,65,4.81,0.99,4.91,"[0.17307432949766197, 0.01930805678356439, 0.16538781699068722, 0.6422297967280864]"
episode_001,dominated,value,random_equation,4,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.4768507623510771, 0.18265084221285208, 0.24003684060218478, 0.10046155483388608]"
episode_001,dominated,value,random_equation,5,ep001_vendor_090,BlinkHub090,False,24.89,17,4.71,3.06,4.2,"[0.03452579644014784, 0.5899167682510005, 0.12995766388248448, 0.24559977142636716]"
episode_001,dominated,value,random_equation,6,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.6943307856806424, 0.11897326472878508, 0.016732646805075815, 0.16996330278549657]"
episode_001,dominated,value,random_equation,7,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.7343822689722043, 0.028312467964130356, 0.22602476114475173, 0.011280501918913681]"
episode_001,dominated,value,random_equation,8,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.5009079937682158, 0.12223060616336387, 0.1479549001110466, 0.22890649995737364]"
episode_001,dominated,value,random_equation,9,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.4543214618420911, 0.09722534484704286, 0.4412799269978344, 0.007173266313031643]"
episode_001,dominated,value,random_equation,10,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.2928460819193602, 0.4333401006098488, 0.029820801013005493, 0.24399301645778554]"
episode_001,dominated,value,random_equation,11,ep001_vendor_090,BlinkHub090,False,24.89,17,4.71,3.06,4.2,"[0.1452852785578562, 0.49750339030195045, 0.1594056067234951, 0.19780572441669828]"
episode_001,dominated,value,random_equation,12,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.13074369333244265, 0.4116651213725414, 0.06944514635088837, 0.3881460389441275]"
episode_001,dominated,value,random_equation,13,ep001_vendor_033,DashBite033,False,23.57,32,4.77,1.76,5.92,"[0.21087384284477043, 0.13537136013424397, 0.38549928498832003, 0.26825551203266557]"
episode_001,dominated,value,random_equation,14,ep001_vendor_090,BlinkHub090,False,24.89,17,4.71,3.06,4.2,"[0.11584172288660623, 0.36073547072693707, 0.5165839256376318, 0.006838880748825024]"
episode_001,dominated,value,random_equation,15,ep001_vendor_016,PrimeBite016,False,24.1,15,3.62,2.47,1.2,"[0.11605205581724723, 0.7962204890123069, 0.021292814753455475, 0.06643464041699042]"
episode_001,dominated,value,random_equation,16,ep001_vendor_008,GoNow008,False,23.83,65,4.81,0.99,4.91,"[0.040461970311469156, 0.02073400928931843, 0.5191075369945847, 0.4196964834046278]"
episode_001,dominated,value,random_equation,17,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.6495391600159269, 0.045593683365730164, 0.11329026695446708, 0.1915768896638758]"
episode_001,dominated,value,random_equation,18,ep001_vendor_001,NoshNow001,False,18.73,24,4.4,2.15,3.0,"[0.6362474278519262, 0.1264985340708903, 0.00206291627032856, 0.23519112180685492]"
